rmse,mean_is,coverage_prob,crps,training_time
0.7278057932853699,5.990466117858887,0.7250000238418579,0.39781397581100464,316.6383607387543
0.8644146919250488,9.875033378601074,0.643750011920929,0.5176951289176941,318.1437337398529
0.7514644265174866,7.4932451248168945,0.643750011920929,0.43371209502220154,323.56698417663574
0.7562265396118164,7.654927730560303,0.6875,0.4477568566799164,331.288822889328
0.762774646282196,6.716374397277832,0.668749988079071,0.43812116980552673,329.96555256843567
0.7773925065994263,7.115875244140625,0.699999988079071,0.44767314195632935,316.1735055446625
0.7735528349876404,7.0120038986206055,0.71875,0.44328776001930237,318.9633285999298
0.7548307776451111,6.715165138244629,0.668749988079071,0.4133411943912506,323.2821807861328
0.695800244808197,6.604620456695557,0.637499988079071,0.4006001353263855,328.44568061828613
0.719417154788971,6.662605285644531,0.7169811129570007,0.41313114762306213,330.64956855773926
0.8009544610977173,7.1483893394470215,0.7250000238418579,0.45595449209213257,316.55866169929504
0.8033091425895691,8.275035858154297,0.643750011920929,0.4806848466396332,322.19557929039
0.7518147826194763,7.524561405181885,0.6499999761581421,0.44410595297813416,323.3863341808319
0.7791321277618408,6.246212482452393,0.6937500238418579,0.4230526089668274,329.32938599586487
0.8004444241523743,7.717130184173584,0.6812499761581421,0.45835763216018677,327.12515234947205
0.7379210591316223,6.647505760192871,0.6812499761581421,0.44116276502609253,316.1295530796051
0.7119789719581604,5.053773880004883,0.7124999761581421,0.38418206572532654,321.8218004703522
0.7161762118339539,5.8520283699035645,0.706250011920929,0.40844860672950745,324.17827796936035
0.783272922039032,7.923094749450684,0.6625000238418579,0.46252575516700745,331.3252420425415
0.7666964530944824,6.977311611175537,0.6415094137191772,0.44951197504997253,326.9065845012665
