rmse,mean_is,coverage_prob,crps,training_time
0.3446178734302521,2.98051081572364,0.7012195121951219,0.20521054218818502,42.773704290390015
0.3283441662788391,2.5155386499515395,0.7475609756097561,0.19154566991619948,43.13251304626465
0.3237564265727997,2.5950246709461466,0.7387057387057387,0.18586704341446814,42.63733959197998
0.32915496826171875,2.537725282130224,0.7277167277167277,0.1961114173243334,42.694287061691284
0.34422561526298523,2.982974245289161,0.7191697191697192,0.1992759672385869,43.47724795341492
0.33790868520736694,3.0424725197537623,0.6984126984126984,0.19666614260647322,42.61188459396362
0.3529721200466156,2.927488678322607,0.7435897435897436,0.19989368909917618,42.72524118423462
0.32600560784339905,2.586575471474283,0.7387057387057387,0.19017423453748736,42.791115283966064
0.3329501450061798,2.3473174090932725,0.7936507936507936,0.19330432680827794,43.119078636169434
0.3393164277076721,3.130228899046324,0.6825396825396826,0.20283565854924357,43.58827829360962
0.32026660442352295,2.366853719513591,0.7695121951219512,0.18698324114084244,42.70096826553345
0.3355986773967743,3.01747391558275,0.7304878048780488,0.19558554081836851,42.715802907943726
0.30981603264808655,2.3472774911931147,0.7582417582417582,0.18205789926033172,42.81993889808655
0.3440248966217041,3.1613490767458563,0.6984126984126984,0.2040155580101287,43.1490797996521
0.35553067922592163,3.0861901679100137,0.6996336996336996,0.20750142099911187,43.67153239250183
0.3282546103000641,2.7160174791702274,0.7142857142857143,0.19296012406711613,42.89625096321106
0.3400440514087677,3.0882167512680585,0.6800976800976801,0.20418840442967212,42.763760805130005
0.3380912244319916,2.761162650490564,0.7301587301587301,0.19760930872953272,42.91460371017456
0.3598581552505493,3.3077377690063727,0.6678876678876678,0.21217735446489192,43.21552109718323
0.3634651005268097,3.1824388961797814,0.7142857142857143,0.21016862511780382,43.48986458778381
