rmse,mean_is,coverage_prob,crps,training_time
0.28190651535987854,1.4253231574849385,0.9804878048780488,0.15944493434778073,170.53101015090942
0.27527788281440735,1.3900304300029103,0.9878048780487805,0.1569431913335149,172.35494327545166
0.2682427763938904,1.4038119917241936,0.9841269841269841,0.15228681935859395,171.71773886680603
0.2771221399307251,1.395147454025399,0.9841269841269841,0.15737066709951603,171.8816623687744
0.2917940020561218,1.4848285351626311,0.9645909645909646,0.16274667319287892,174.59804582595825
0.2876639664173126,1.4543233347171975,0.9694749694749695,0.16019998550851702,170.33570885658264
0.29679521918296814,1.5139956788702325,0.9682539682539683,0.16513840131852797,171.5365493297577
0.2872369587421417,1.4836492282275897,0.9694749694749695,0.16095621368969462,171.95773839950562
0.28346049785614014,1.4628145371601258,0.9731379731379731,0.15947095427539323,172.1321041584015
0.2866436839103699,1.454994221310039,0.9755799755799756,0.16194934093180738,174.22057819366455
0.27446115016937256,1.4035673897440841,0.974390243902439,0.1554698022945625,170.39750289916992
0.2772732675075531,1.4359512163371575,0.9792682926829268,0.15691167121616806,172.04662942886353
0.2761891484260559,1.390317234655294,0.9743589743589743,0.156566620691792,174.35253429412842
0.2915433347225189,1.4436030374778497,0.9682539682539683,0.1630833559784406,172.07159280776978
0.29133978486061096,1.483906703263121,0.9731379731379731,0.16243116497556806,171.61835265159607
0.2790980637073517,1.4224791224040683,0.9743589743589743,0.1580032122040552,170.2745020389557
0.2826526165008545,1.4144012274468483,0.9768009768009768,0.15910508699251183,174.08072519302368
0.2855597138404846,1.4251524728150886,0.9829059829059829,0.1622403550424564,172.01812028884888
0.2903948426246643,1.494130749842186,0.9694749694749695,0.16151991333716956,171.78704643249512
0.2993509769439697,1.6014092491077707,0.9694749694749695,0.1658060442979228,171.2958984375
