rmse,mean_is,coverage_prob,crps,training_time
0.6074550747871399,3.7230171392979234,0.8995215311004785,0.3302918830841922,170.0813286304474
0.6415022015571594,4.165298175583616,0.8899521531100478,0.3338451128827328,165.7671103477478
0.6594364643096924,4.293130505313143,0.8947368421052632,0.35320850500935,173.7539644241333
0.6972948908805847,4.807465589787972,0.8851674641148325,0.35960596079746504,174.01037788391113
0.6513271927833557,4.062388918331365,0.8947368421052632,0.33543390506192255,175.63410830497742
0.6568922996520996,4.149381804979589,0.8827751196172249,0.3505702467198577,167.08885741233826
0.6488884687423706,4.131394949255948,0.8755980861244019,0.3491215164724149,169.63226890563965
0.7199984192848206,5.0088281514261555,0.86810551558753,0.37492374028805064,172.54880785942078
0.5865087509155273,3.346456102901797,0.9184652278177458,0.3176528793587673,173.74702954292297
0.6351187229156494,3.8189833718809862,0.8992805755395683,0.3405717784981076,175.456378698349
0.6266390681266785,3.8126401279531597,0.8923444976076556,0.336646436718092,159.31881475448608
0.7462126016616821,5.385905660795824,0.8636363636363636,0.3920541163979535,161.50565266609192
0.6843094229698181,4.487756655547037,0.8708133971291866,0.36873519933965215,164.78415322303772
0.614525318145752,3.784558590804561,0.8875598086124402,0.3297449582073677,165.22980737686157
0.5848739743232727,3.4751556835106117,0.9019138755980861,0.31266478830547423,167.21256279945374
0.6309135556221008,3.8625450197019076,0.8875598086124402,0.3388337251957524,161.89887976646423
0.6757479906082153,4.577878903258931,0.8827751196172249,0.3594769134618449,168.35526180267334
0.6208660006523132,3.90177515885241,0.9016786570743405,0.32798808520074657,170.24362134933472
0.686744749546051,4.485060401671796,0.8992805755395683,0.346186925181382,172.74800896644592
0.5924465656280518,3.3166703986321138,0.9304556354916067,0.3158560516022378,171.9853172302246
